vesslterms,feature_type,chart,latdec,longdec,depth,histroy,quasou,watlev,coordinates
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2595196,,,,depth unknown,always under water/submerged,"[-76.4943596,39.2595196]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12270",38.8285415,,21.3,,least depth known,always under water/submerged,"[-76.3946807,38.8285415]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12274",39.458334,,,,depth unknown,always under water/submerged,"[-75.985,39.458334]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.336499,,,,,always dry,"[-76.128985,39.336499]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12274",39.456866,,,,depth unknown,always under water/submerged,"[-76.01192,39.456866]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-20904",39.5810113,,4.5,,least depth known,always under water/submerged,"[-75.5492957,39.5810113]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12266",38.626362,,20.4,,least depth known,always under water/submerged,"[-76.420373,38.626362]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.7306844,,,,depth unknown,always under water/submerged,"[-76.5288278,38.7306844]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8886926,,,,depth unknown,always under water/submerged,"[-76.1884901,38.8886926]"
,Wrecks - Visible,"US,US,graph,Chart 12270",38.84083,,,,,always dry,"[-76.266718,38.84083]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.436064,,,,depth unknown,always under water/submerged,"[-76.482512,38.436064]"
,Wrecks - Visible,"US,US,graph,Chart 12264",38.66274,,,,,always dry,"[-76.682629,38.66274]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.505052,,,,depth unknown,always under water/submerged,"[-76.682773,38.505052]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.390462,,,,depth unknown,always under water/submerged,"[-76.552279,38.390462]"
,Wrecks - Visible,"US,US,graph,Chart 12264",38.421824,,,,,always dry,"[-76.54069,38.421824]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-11450",38.3183648,,11.8,,least depth known,always under water/submerged,"[-76.3432158,38.3183648]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",39.0176575,,14.3,,least depth known,always under water/submerged,"[-76.3561026,39.0176575]"
,Wrecks - Visible,"US,US,graph,Chart 12261",38.280176,,,,,always dry,"[-76.084028,38.280176]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13244",41.590552,,,,depth unknown,always under water/submerged,"[-69.875165,41.590552]"
,Wrecks - Visible,"US,US,graph,Chart 12281",39.2476529,,,,,always dry,"[-76.4987915,39.2476529]"
,Wrecks - Visible,"US,US,graph,Chart 12281",39.2378121,,,,,always dry,"[-76.5035308,39.2378121]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2461272,,,,depth unknown,always under water/submerged,"[-76.4958546,39.2461272]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2480987,,,,depth unknown,always under water/submerged,"[-76.5931002,39.2480987]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2820268,,,,depth unknown,always under water/submerged,"[-76.5879604,39.2820268]"
,Wrecks - Visible,"US,US,graph,Chart 12281",39.2061082,,,,,always dry,"[-76.582313,39.2061082]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12278",39.3226647,,,,depth unknown,covers and uncovers,"[-76.3999679,39.3226647]"
,Wrecks - Visible,"US,US,graph,Chart 12278",39.1293849,,,,,always dry,"[-76.2997412,39.1293849]"
,Wrecks - Visible,"US,US,graph,Chart 12270",38.8647673,,,,,always dry,"[-76.5219907,38.8647673]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.964212,,,,depth unknown,always under water/submerged,"[-76.59467,38.964212]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8871966,,9.7,,least depth known,always under water/submerged,"[-76.4320232,38.8871966]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.335442,,,,,always dry,"[-76.129004,39.335442]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-1553/05",39.5738188,,3.9,,"least depth unknown, safe clearance at value shown",always under water/submerged,"[-75.5763946,39.5738188]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",39.0190804,,,,depth unknown,always under water/submerged,"[-76.2118078,39.0190804]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.787621,,,,depth unknown,always under water/submerged,"[-76.216705,38.787621]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12272",39.1867425,,,,depth unknown,always under water/submerged,"[-76.0702216,39.1867425]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12268",38.6307174,,,,depth unknown,always under water/submerged,"[-75.9535559,38.6307174]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12268",38.6251132,,,,depth unknown,always under water/submerged,"[-75.9898638,38.6251132]"
,Wrecks - Visible,"US,US,graph,Chart 12268",38.6129849,,,,,always dry,"[-75.9635501,38.6129849]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",38.9923765,,,,depth unknown,always under water/submerged,"[-76.5053343,38.9923765]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",39.0122032,,,,depth unknown,always under water/submerged,"[-76.4397356,39.0122032]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13241",41.408442,,,,depth unknown,always under water/submerged,"[-70.257863,41.408442]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13244",41.535078,,,,depth unknown,always under water/submerged,"[-70.012799,41.535078]"
,Wrecks - Visible,"US,US,graph,Chart 13241",41.294361,,,,,always dry,"[-70.131934,41.294361]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12007",41.4522398,,18.5,,least depth known,always under water/submerged,"[-70.3013749,41.4522398]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13244",41.555561,,8.2,,least depth known,always under water/submerged,"[-69.904409,41.555561]"
,Wrecks - Visible,"US,US,graph,Chart 12281",39.2116349,,,,,always dry,"[-76.5812507,39.2116349]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.208731,,,,depth unknown,always under water/submerged,"[-76.5286148,39.208731]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.217929,,,,depth unknown,always under water/submerged,"[-76.5177306,39.217929]"
,Wrecks - Visible,"US,US,graph,Chart 12281",39.2624781,,,,,always dry,"[-76.4734591,39.2624781]"
,"Wrecks - Submerged, dangerous","US,US,reprt,5thCGD,LNM 11/00",39.0684695,,9.7,,least depth known,always under water/submerged,"[-76.2706281,39.0684695]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1339433,,,,depth unknown,always under water/submerged,"[-76.422996,39.1339433]"
,Wrecks - Visible,"US,US,graph,Chart 12278",39.1627031,,,,,always dry,"[-76.591539,39.1627031]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1543614,,,,depth unknown,always under water/submerged,"[-76.4498632,39.1543614]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8619939,,1.5,,least depth known,always under water/submerged,"[-76.4789547,38.8619939]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8340863,,,,depth unknown,always under water/submerged,"[-76.3707809,38.8340863]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8815085,,0.6,,value reported (not confirmed),always under water/submerged,"[-76.4819853,38.8815085]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.8582406,,9.1,,value reported (not confirmed),always under water/submerged,"[-76.307892,38.8582406]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.89463,,12.1,,least depth known,always under water/submerged,"[-76.417891,38.89463]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.794244,,16.7,,least depth known,always under water/submerged,"[-76.412697,38.794244]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.904086,,,,depth unknown,always under water/submerged,"[-76.4941614,38.904086]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.9043103,,,,depth unknown,always under water/submerged,"[-76.4944371,38.9043103]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12277",39.490625,,,,depth unknown,always under water/submerged,"[-75.9255822,39.490625]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.632601,,1.8,,least depth known,always under water/submerged,"[-76.3709299,38.632601]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12266",38.777788,,20.1,,least depth known,always under water/submerged,"[-76.431431,38.777788]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.779293,,,,depth unknown,always under water/submerged,"[-76.2271788,38.779293]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.662191,,,,depth unknown,always under water/submerged,"[-76.1645955,38.662191]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.666399,,,,depth unknown,always under water/submerged,"[-76.32681,38.666399]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-189868",38.3839917,,18.8,,least depth known,always under water/submerged,"[-76.3388,38.3839917]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.507494,,,,depth unknown,always under water/submerged,"[-76.664685,38.507494]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.353162,,,,depth unknown,always under water/submerged,"[-76.51593,38.353162]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",39.0516214,,5.7,,value reported (not confirmed),always under water/submerged,"[-76.5537763,39.0516214]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-14719",38.9334276,,15.5,,value reported (not confirmed),always under water/submerged,"[-76.3837522,38.9334276]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2525097,,,,depth unknown,always under water/submerged,"[-76.5034534,39.2525097]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2419529,,,,depth unknown,always under water/submerged,"[-76.4961438,39.2419529]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2581859,,,,depth unknown,always under water/submerged,"[-76.4718547,39.2581859]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2155959,,,,depth unknown,always under water/submerged,"[-76.5578446,39.2155959]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2580238,,,,depth unknown,always under water/submerged,"[-76.4722726,39.2580238]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1235053,,,,depth unknown,always under water/submerged,"[-76.4802488,39.1235053]"
,Wrecks - Visible,"US,US,graph,Chart 12278",39.2125191,,,,,always dry,"[-76.4167234,39.2125191]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.2988237,,,,depth unknown,always under water/submerged,"[-76.4013342,39.2988237]"
,Wrecks - Visible,"US,US,graph,Chart 12278",39.1079124,,,,,always dry,"[-76.1807438,39.1079124]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.2222739,,,,depth unknown,covers and uncovers,"[-76.4126734,39.2222739]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.889302,,,,depth unknown,always under water/submerged,"[-76.524888,38.889302]"
,Wrecks - Visible,"US,US,graph,Chart 12270",38.88749,,,,,always dry,"[-76.521355,38.88749]"
,"Wrecks - Submerged, dangerous","US,US,reprt,L-967/01",39.364277,,,,depth unknown,always under water/submerged,"[-75.914469,39.364277]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.431516,,,,,always dry,"[-76.249861,39.431516]"
,"Wrecks - Submerged, dangerous","US,US,reprt,NIMA,NM 38/69",39.415109,,,,depth unknown,always under water/submerged,"[-76.026323,39.415109]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.5958724,,14,,least depth known,always under water/submerged,"[-76.4117114,38.5958724]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.7566806,,5.1,,least depth known,always under water/submerged,"[-76.5237587,38.7566806]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.7683859,,7.6,,least depth known,always under water/submerged,"[-76.4935271,38.7683859]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.862544,,,,depth unknown,always under water/submerged,"[-76.175477,38.862544]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12272",38.9702933,,,,depth unknown,always under water/submerged,"[-76.2490967,38.9702933]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.471751,,,,depth unknown,always under water/submerged,"[-76.292076,38.471751]"
,"Wrecks - Submerged, nondangerous","US,US,graph,H-11450",38.3518009,,39,,least depth known,always under water/submerged,"[-76.3113993,38.3518009]"
,"Wrecks - Submerged, nondangerous","US,US,reprt,DD-14719",38.939692,,24,,value reported (not confirmed),always under water/submerged,"[-76.3860139,38.939692]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",39.0681348,,,,depth unknown,always under water/submerged,"[-76.5749108,39.0681348]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",39.0630985,,,,depth unknown,always under water/submerged,"[-76.5107395,39.0630985]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",38.9790696,,7.9,,least depth known,always under water/submerged,"[-76.4103597,38.9790696]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12282",38.9326599,,15.2,,least depth known,always under water/submerged,"[-76.3936577,38.9326599]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12281",39.2426997,,,,depth unknown,always under water/submerged,"[-76.570416,39.2426997]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2153788,,,,depth unknown,always under water/submerged,"[-76.5637259,39.2153788]"
,"Wrecks - Submerged, dangerous","US,US,reprt,CL-812/03",39.2176945,,,,depth unknown,always under water/submerged,"[-76.5627778,39.2176945]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2438759,,,,depth unknown,always under water/submerged,"[-76.6047709,39.2438759]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-181794",39.0440211,,10.3,,least depth known,always under water/submerged,"[-76.3420644,39.0440211]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.2390294,,,,depth unknown,always under water/submerged,"[-76.3859918,39.2390294]"
,Wrecks - Visible,"US,US,graph,Chart 12278",39.1572255,,,,,always dry,"[-76.5974149,39.1572255]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1257602,,,,depth unknown,always under water/submerged,"[-76.4686771,39.1257602]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.2605524,,,,depth unknown,always under water/submerged,"[-76.4518297,39.2605524]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1621624,,,,depth unknown,always under water/submerged,"[-76.497628,39.1621624]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12270",38.833633,,,,depth unknown,always under water/submerged,"[-76.52472,38.833633]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.863143,,,,depth unknown,always under water/submerged,"[-76.482338,38.863143]"
,"Wrecks - Submerged, dangerous","US,US,reprt,5thCGD,LNM 18/80",38.8234263,,,,depth unknown,always under water/submerged,"[-76.3661289,38.8234263]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.356567,,,,,always dry,"[-75.978127,39.356567]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.419019,,,,,always dry,"[-76.24964,39.419019]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12274",39.396316,,0.6,,value reported (not confirmed),always under water/submerged,"[-76.262214,39.396316]"
,Wrecks - Visible,"US,US,graph,Chart 12274",39.316634,,,,,always dry,"[-76.225023,39.316634]"
,"Wrecks - Submerged, dangerous","US,US,reprt,5thCGD,LNM 14/07",38.6491111,,,,depth unknown,always under water/submerged,"[-76.3957778,38.6491111]"
,Wrecks - Visible,"US,US,graph,Chart 12266",38.721223,,,,,always dry,"[-76.335571,38.721223]"
,"Wrecks - Submerged, dangerous","US,US,graph,DD-22194",38.6599219,,2.4,,least depth known,always under water/submerged,"[-76.2830247,38.6599219]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.7635085,,,,depth unknown,always under water/submerged,"[-76.5331256,38.7635085]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.732403,,10.9,,least depth known,always under water/submerged,"[-76.407267,38.732403]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12266",38.7818678,,2.1,,least depth known,always under water/submerged,"[-76.3383959,38.7818678]"
,Wrecks - Visible,"US,US,graph,Chart 12268",38.6913374,,,,,always dry,"[-75.9853969,38.6913374]"
,"Wrecks - Submerged, dangerous","US,US,reprt,DD-17806",38.2984085,,5.1,,least depth known,always under water/submerged,"[-76.3612238,38.2984085]"
,"Wrecks - Submerged, dangerous","US,US,graph,BP-189868",38.4621944,,16.1,,least depth known,always under water/submerged,"[-76.3651028,38.4621944]"
,Wrecks - Visible,"US,US,graph,Chart 12264",38.558538,,,,,always dry,"[-76.65338,38.558538]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12264",38.630593,,,,depth unknown,always under water/submerged,"[-76.681741,38.630593]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12282",38.9410263,,28.9,,least depth known,always under water/submerged,"[-76.3865277,38.9410263]"
,"Wrecks - Submerged, dangerous","US,US,graph,H-12007",41.4538592,,6.4,,least depth known,always under water/submerged,"[-70.2445211,41.4538592]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 13244",41.546027,,11.2,,least depth known,always under water/submerged,"[-69.94602,41.546027]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2427464,,,,depth unknown,always under water/submerged,"[-76.5064401,39.2427464]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2159181,,3.9,,least depth known,always under water/submerged,"[-76.5161757,39.2159181]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12281",39.2622857,,,,depth unknown,always under water/submerged,"[-76.6061907,39.2622857]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.181526,,,,depth unknown,always under water/submerged,"[-76.5779774,39.181526]"
,"Wrecks - Submerged, nondangerous","US,US,graph,Chart 12278",39.2096009,,,,depth unknown,always under water/submerged,"[-76.446927,39.2096009]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12278",39.1306809,,,,depth unknown,always under water/submerged,"[-76.4275075,39.1306809]"
,"Wrecks - Submerged, dangerous","US,US,graph,Chart 12270",38.946226,,,,depth unknown,always under water/submerged,"[-76.576416,38.946226]"
